SBFlux_f1_Mean,SBFlux_f1_Std,SBFlux_f2_Mean,SBFlux_f2_Std,SBFlux_f3_Mean,SBFlux_f3_Std,SBFlux_f4_Mean,SBFlux_f4_Std,SBFlux_f5_Mean,SBFlux_f5_Std,SBFlux_f6_Mean,SBFlux_f6_Std,SBFlux_f7_Mean,SBFlux_f7_Std,SBFlux_f8_Mean,SBFlux_f8_Std,SBFlux_f9_Mean,SBFlux_f9_Std,SBFlux_f10_Mean,SBFlux_f10_Std,SBEntropy_f1_Mean,SBEntropy_f1_Std,SBEntropy_f2_Mean,SBEntropy_f2_Std,SBEntropy_f3_Mean,SBEntropy_f3_Std,SBEntropy_f4_Mean,SBEntropy_f4_Std,SBEntropy_f5_Mean,SBEntropy_f5_Std,SBEntropy_f6_Mean,SBEntropy_f6_Std,SBEntropy_f7_Mean,SBEntropy_f7_Std,SBEntropy_f8_Mean,SBEntropy_f8_Std,SBEntropy_f9_Mean,SBEntropy_f9_Std,SBEntropy_f10_Mean,SBEntropy_f10_Std,SBZCR_f1_Mean,SBZCR_f1_Std,SBZCR_f2_Mean,SBZCR_f2_Std,SBZCR_f3_Mean,SBZCR_f3_Std,SBZCR_f4_Mean,SBZCR_f4_Std,SBZCR_f5_Mean,SBZCR_f5_Std,SBZCR_f6_Mean,SBZCR_f6_Std,SBZCR_f7_Mean,SBZCR_f7_Std,SBZCR_f8_Mean,SBZCR_f8_Std,SBZCR_f9_Mean,SBZCR_f9_Std,SBZCR_f10_Mean,SBZCR_f10_Std,SBKurtosis_f1_Mean,SBKurtosis_f1_Std,SBKurtosis_f2_Mean,SBKurtosis_f2_Std,SBKurtosis_f3_Mean,SBKurtosis_f3_Std,SBKurtosis_f4_Mean,SBKurtosis_f4_Std,SBKurtosis_f5_Mean,SBKurtosis_f5_Std,SBKurtosis_f6_Mean,SBKurtosis_f6_Std,SBKurtosis_f7_Mean,SBKurtosis_f7_Std,SBKurtosis_f8_Mean,SBKurtosis_f8_Std,SBKurtosis_f9_Mean,SBKurtosis_f9_Std,SBKurtosis_f10_Mean,SBKurtosis_f10_Std,SBSkewnessn_f1_Mean,SBSkewnessn_f1_Std,SBSkewnessn_f2_Mean,SBSkewnessn_f2_Std,SBSkewnessn_f3_Mean,SBSkewnessn_f3_Std,SBSkewnessn_f4_Mean,SBSkewnessn_f4_Std,SBSkewnessn_f5_Mean,SBSkewnessn_f5_Std,SBSkewnessn_f6_Mean,SBSkewnessn_f6_Std,SBSkewnessn_f7_Mean,SBSkewnessn_f7_Std,SBSkewnessn_f8_Mean,SBSkewnessn_f8_Std,SBSkewnessn_f9_Mean,SBSkewnessn_f9_Std,SBSkewnessn_f10_Mean,SBSkewnessn_f10_Std,Class
-0.747851,-0.674764,-0.608598,-0.517174,0.108016,-0.208699,0.332852,0.440259,0.53985,0.733827,0.150467,1.229979,-0.07473,1.445626,-0.517799,0.075116,-0.75684,-0.687359,-0.195827,-0.552297,1.500584,-0.064139,0.307518,0.106541,-0.66361,0.009986,-0.748791,-0.208513,-0.926717,0.058045,-0.707814,0.456634,-0.41799,1.017948,-1.205916,1.65877,-1.507306,3.175967,-1.079738,-0.043458,1.292412,2.804327,-0.462479,-0.518627,-0.447156,-0.390908,-0.464629,-0.181357,-0.805889,-0.292945,-0.727835,-0.032933,-0.301749,1.5539,-2.019067,2.235372,-2.227014,2.304805,-0.738834,-0.678631,-0.427427,-0.474709,0.193728,-0.01898,1.196697,0.782366,1.231654,1.046315,0.986753,1.240471,0.760282,1.292346,-0.133566,0.852907,-0.10566,3.378605,-0.210921,0.745609,1.383911,1.529812,-0.669359,-0.291233,0.196663,0.430502,1.210747,1.019663,1.205582,1.177408,0.972218,1.070488,0.780026,1.11717,-0.27871,0.573721,0.120469,2.224119,3.036678,4.27709,1.265295,-0.093452,Country
-0.411302,-0.388586,-0.742188,-0.863303,-0.317581,-0.670644,-0.249382,-0.656721,0.937007,0.300599,1.223494,0.545839,-0.114664,-0.208661,-0.51695,-0.611833,-0.720393,-0.74721,0.081741,-0.5259,0.147297,-0.441392,0.56508,-0.71132,-0.177506,-0.75989,-0.324014,-0.909881,-0.655831,-0.955383,-0.960429,-0.805626,-0.247484,-0.63567,-1.676593,1.372053,0.11867,-0.445967,-0.216212,-1.472235,0.715519,0.599329,-0.495021,-0.609536,-0.176878,-0.557871,-0.018965,-0.332881,1.264486,-0.16519,-0.464008,-0.387784,-0.073234,-0.315473,-0.87898,-0.987334,-0.761522,0.857353,-0.293221,-0.923874,0.398578,0.469464,0.462901,-0.202738,0.752622,0.122484,1.140274,0.143634,2.085445,1.368093,1.878933,2.130267,1.071945,1.052767,0.841517,2.063657,-1.22063,-0.805466,1.342524,-0.477369,0.452855,0.725002,0.455528,-0.429965,0.866366,-0.136403,1.179306,0.013246,1.879806,0.968028,1.717076,1.472636,0.999767,-0.476079,0.903342,1.636332,0.674913,0.141183,1.233055,-1.27792,Country
-0.679409,-0.230422,-0.732991,-0.326536,-1.133459,-0.434609,-1.387868,-0.651741,-1.331444,-0.885658,-1.134578,-0.767356,-1.194617,-0.917584,-0.998188,-0.620986,-0.864598,-0.667517,-1.133564,-0.83624,-0.757207,0.84163,-1.498544,0.530236,-1.690872,0.899119,-1.172865,0.426985,-0.825823,-0.517193,-0.538368,-0.119701,0.270609,-0.148342,0.210442,0.742459,-1.371287,1.895512,-1.522486,0.36915,-0.744981,-0.267917,-0.763334,-0.690401,-0.602905,-0.393573,-0.54672,-0.119143,-0.330643,-0.255356,-1.363592,-0.633925,-1.285037,0.857564,-1.234792,1.088393,-1.996696,1.935342,-1.039763,-0.715174,1.325187,1.55886,1.486104,1.378336,1.189121,1.527897,1.41451,1.699141,1.844577,1.703792,1.357242,1.557205,-0.325666,-0.681808,-0.996229,2.25687,-0.976849,-0.321681,1.05762,0.478316,1.368501,2.277963,1.612173,1.705074,1.197021,1.657541,1.297814,1.756992,1.657017,1.568097,1.251483,1.121271,-0.621523,0.030316,-1.02588,1.398649,1.933069,1.294921,1.089057,-0.538744,Country
-0.635692,-0.097075,-0.60986,-0.260198,-0.441249,-0.126938,0.28279,0.61518,-0.08318,0.660679,-0.372566,0.553025,-0.895629,0.166554,-0.891301,-0.146084,-0.784451,-0.688153,-0.257217,-0.597133,0.245332,1.493809,-0.552292,1.428338,-1.951624,0.872861,-1.815007,-0.319496,-1.290736,-0.417973,-0.969277,0.485966,-0.317383,0.330616,-0.909266,0.934787,-1.857384,2.632611,-1.68421,-0.358677,0.284385,0.709893,-0.53554,-0.362719,-0.206954,-0.423139,0.034465,-0.286688,0.197121,0.13614,-1.532904,-0.072437,-1.080483,0.923966,-3.371775,3.402017,-2.477419,1.850171,-1.07068,-0.959637,0.347396,0.820951,1.444747,1.893677,1.025899,0.916841,1.641364,1.468621,1.858142,3.062274,1.315883,2.402041,-0.75014,-0.469603,-1.239336,2.360049,-0.577437,0.187352,1.528169,1.323708,0.456814,1.422605,1.31358,2.172157,1.194595,0.988358,1.610915,1.616719,1.566556,2.266246,1.151667,1.841591,-0.938216,-0.202892,-0.897404,0.988516,2.95301,3.152527,1.410815,-0.207876,Country
0.353424,0.400814,-0.295526,-0.207543,0.408606,-0.585821,0.570858,-0.022905,0.446817,0.303736,0.712566,1.324926,0.048585,0.406603,0.051175,0.620802,0.153719,0.571466,0.504767,0.125739,-0.636463,-0.290077,-0.183687,-0.874958,-0.319389,-0.826402,-0.2302,-0.741527,0.050121,-0.416755,-0.048563,-0.274107,0.193645,-0.383205,0.143889,0.949714,-0.674693,-0.049335,-0.153768,0.064197,0.227038,-0.199287,-0.4487,-0.552296,-0.472935,-0.447065,-0.195709,-0.25561,-0.299218,0.125222,0.734756,-0.164946,0.187269,0.303827,0.244192,0.222707,0.146261,-0.320205,-0.516827,-0.49658,-0.144657,-0.182771,-0.394127,-0.68899,-0.062148,-0.503911,0.04641,-0.251524,-0.070087,-0.113491,0.408268,0.674204,-0.029916,-0.54801,-0.095021,1.671337,0.560971,1.922097,0.268037,0.574175,0.12637,-0.174875,-0.243036,-1.002371,0.127764,-0.667887,0.202246,-0.1879,0.028875,0.034867,0.35608,0.625842,-0.122425,-0.587375,-0.166908,1.508511,-0.305882,0.563269,0.322503,0.2209,Country
0.284861,-0.071254,-0.086121,-0.390892,0.32609,-0.194469,0.846973,0.25943,1.658991,1.852928,0.360492,0.804514,0.689785,0.756297,0.217585,0.489298,0.042622,0.086347,0.591667,0.288557,-0.575351,-0.18718,-0.225272,-0.92274,0.115886,-0.452951,-0.003502,-0.720278,-0.257095,-0.327621,0.279476,-0.590662,0.147242,-0.515132,0.297963,-0.074912,-0.520582,-0.218437,0.144846,-0.169032,0.220045,0.463457,-0.062274,-0.239698,-0.228168,-0.372505,-0.456667,-0.409663,-0.94235,-0.342838,0.418193,-0.306018,-0.165183,-0.401783,0.001644,-0.394139,0.303785,-0.3832,-0.28543,-0.309955,-0.207096,-0.390915,-0.085282,-0.40542,-0.167853,-0.221035,0.267176,-0.178898,0.48449,-0.0566,0.300049,-0.346148,1.04683,1.177378,0.142995,-0.16336,0.388161,1.012477,0.309089,0.340941,0.034395,-0.498896,0.092233,-0.508023,-0.100598,-0.235563,0.367283,-0.257625,0.602522,-0.10892,0.362757,-0.701346,0.964728,0.339108,0.227782,0.014529,-0.595977,-0.042042,0.326715,-0.017965,Country
0.180436,-0.132892,-0.208137,-0.751821,0.198062,-0.431609,1.589836,0.861479,1.475824,1.70045,0.174592,0.129358,0.611516,0.342065,0.398073,0.366333,0.119438,-0.065116,0.706734,0.353228,-0.280632,-0.476916,-0.088392,-1.114833,0.110283,-0.932893,-0.076859,-0.901463,0.222478,-0.55189,0.63653,-0.592984,0.140178,-0.203822,0.459206,-0.338146,-0.496585,-0.480885,0.274028,-0.36395,0.191431,-0.352172,-0.226707,-0.451599,-0.265494,-0.530186,0.335407,-0.348158,-0.295129,-0.219052,0.896617,-0.184789,-0.002236,-0.174896,0.27943,-0.581748,0.454961,-1.134394,-0.280665,-0.390199,-0.269785,-0.237265,-0.187061,-0.544935,-0.16078,-0.65026,0.443599,-0.188151,0.46175,0.269685,-0.044686,-0.326023,1.034921,0.97117,0.396925,0.06286,0.74052,0.985621,0.120315,0.529046,-0.131088,-0.271742,-0.047109,-0.779242,-0.024215,-0.950167,0.580274,-0.375135,0.469053,0.127737,-0.021704,-0.543363,0.862194,0.312475,0.333235,0.051083,-0.768911,0.091041,0.147105,0.106368,Country
-0.178292,0.137558,-0.298551,0.793609,-0.451402,-0.275318,0.460667,0.323039,0.92142,1.630544,-0.19322,0.555246,-0.277641,0.17524,-0.640755,-0.48817,-0.637492,-0.50408,0.288877,-0.329003,0.035698,0.078476,-0.927655,-0.023821,-0.573533,0.21212,-1.022201,0.396338,-1.058516,0.028652,-0.263116,-0.36288,-0.46768,-0.208827,-0.425874,0.687027,-0.344849,0.274849,-0.852674,-0.455646,-0.261925,0.421968,-0.794336,-0.66918,-0.348605,-0.479537,-0.441629,-0.165884,-1.175022,-0.082945,-0.405867,-0.198439,-0.625813,-0.262433,-0.701981,-0.139297,-0.710209,0.844215,-0.897672,-0.786685,0.089605,0.078866,0.22879,0.161955,0.290776,0.105472,1.135958,1.017223,1.352558,1.194815,1.028726,1.017599,0.484228,0.905202,-0.699254,0.35369,-1.008378,-0.036862,1.132553,0.828224,0.31211,0.16906,0.44876,0.111096,0.458691,0.100692,1.148251,0.801208,1.312355,1.167129,0.96968,0.604933,0.370451,0.449349,-0.637273,0.435852,0.413815,0.055024,1.054252,-0.180783,Country
0.04819,-0.157337,-0.292987,-0.587055,0.56312,-0.051343,1.741826,1.566851,1.942781,2.451751,0.482581,0.846366,0.704944,0.564234,0.188551,0.405531,-0.23924,-0.058942,0.750024,0.229114,-0.19957,0.196442,0.191891,-0.50806,-0.221439,-0.633112,-0.604937,-0.041956,-0.748268,-0.087787,0.025692,-0.346794,-0.622196,-0.110205,-0.347958,-0.134076,-0.101294,-0.480711,-0.015653,-0.658917,0.60452,-0.146456,0.233687,0.205131,-0.214876,-0.373566,0.102049,-0.001463,-1.01919,-0.166775,0.88756,-0.164516,0.118396,-0.127095,-0.165778,-0.922951,0.182308,-0.535779,-0.449141,-0.5965,-0.071405,-0.144971,-0.238693,-0.36741,0.134009,-0.324099,0.578545,-0.126644,0.430036,0.222449,0.403763,-0.28804,0.969532,0.927431,0.420933,-0.125763,-0.362606,0.286378,0.667422,0.304555,0.10577,-0.172367,-0.154266,-0.399788,0.278815,-0.378044,0.68944,-0.218383,0.527729,0.206589,0.466539,-0.657752,1.023076,-0.139689,0.429779,-0.045516,-0.531755,-0.550706,0.634144,-0.366571,Country
-0.025702,-0.09843,-0.176909,0.583089,-0.522513,-0.360451,-0.174956,0.434489,0.318454,1.061022,-0.195402,0.55895,-0.19961,0.41166,-0.486478,-0.132738,-0.624823,-0.534683,0.327094,-0.245464,-0.937735,0.783268,-1.003303,0.161891,-0.958411,0.132525,-0.868911,0.414563,-0.802512,0.50493,-0.653992,0.894992,-1.111445,1.798466,-0.622221,1.214222,-0.31706,0.096779,-0.744858,-0.288634,-0.391249,0.654653,-0.729433,-0.506108,-0.395464,-0.46922,-0.46109,-0.156727,-0.759612,-0.022849,0.146769,-0.140175,-0.411639,0.49871,-0.417391,-0.416214,-0.365563,0.311618,-0.763651,-0.692792,0.501882,0.342547,0.07228,-0.054253,-0.089889,-0.385127,0.505713,0.302639,0.490774,0.340091,0.532803,0.288751,0.098213,0.79048,-0.42569,0.494824,-0.923398,-0.076512,0.860492,0.202414,0.732657,0.319118,0.274623,0.026002,0.098408,-0.421611,0.595301,0.44007,0.573635,0.480472,0.580511,0.210441,0.102253,0.616144,-0.371612,0.871539,-0.036029,-0.34347,0.861151,-0.54114,Country
-0.065775,-0.323195,-0.070084,-0.264311,0.033082,-0.275658,0.587491,0.14185,0.557774,0.543906,-0.160077,0.003773,-0.029928,-0.026341,-0.226045,0.139908,-0.405322,-0.222725,0.27441,0.10601,-0.482769,-0.386293,-0.228563,0.926404,-0.166817,0.174374,-0.363526,-0.617385,-0.164797,-0.190312,0.007997,0.352721,-0.356969,0.473156,-0.304468,0.891187,-0.277432,0.012402,-0.337738,-0.178412,-0.207672,0.51771,-0.162166,0.809042,-0.215278,0.03938,-0.121579,-0.33045,-0.497452,-0.142576,1.015383,0.488022,0.005554,0.210236,-0.224756,-0.386405,0.035163,0.154727,-0.681919,-0.706653,0.154222,0.058756,0.552672,0.085468,0.33582,-0.266052,0.62745,-0.171321,0.783093,0.58247,0.363684,0.642495,0.471156,0.993189,-0.028442,0.110401,-0.309313,0.206667,0.535616,0.290161,0.445702,0.114683,0.639021,0.387857,0.441306,-0.199157,0.761301,-0.270336,0.721061,0.73967,0.314433,0.31369,0.393943,0.47741,-0.030172,0.394374,-0.60648,-0.3215,0.557801,-0.336736,Country
-0.206208,0.427267,-0.615245,0.706814,-0.569524,-0.148225,-0.252288,0.261041,0.36991,1.357911,-0.216506,0.529089,-0.279812,0.363948,-0.630242,-0.354027,-0.673719,-0.559066,-0.201012,-0.251789,0.345015,3.047355,0.105489,1.82395,-0.825664,0.284376,-1.153057,0.455508,-1.101577,0.352664,-0.748614,0.043995,-1.542714,0.837444,-1.250353,0.661359,-0.282672,0.017626,-0.511223,-0.574221,1.091635,2.276861,-0.024746,0.634387,-0.262137,-0.472239,0.175294,-0.024736,-0.094527,0.044097,0.362096,0.586967,-0.894697,0.03768,-0.448448,-0.445973,-0.260563,0.368262,-0.686824,-0.692376,-0.162473,0.276465,-0.306429,-0.174801,0.376751,0.291801,0.566574,0.1157,0.830716,0.712776,0.881428,0.757237,0.21691,1.005139,-0.250454,0.231392,-0.86431,0.171048,0.972382,0.585232,-0.104929,0.586651,-0.242964,0.295417,0.533452,0.400358,0.727232,0.164929,0.905086,0.718734,0.878991,0.42929,0.435856,0.347399,-0.13533,0.401115,-0.036012,-0.524532,0.916738,-0.25624,Country
0.519343,0.588241,0.255639,0.30343,0.003721,-0.393467,0.442151,0.723138,0.917742,1.673795,0.028747,0.84153,-0.103877,0.192043,-0.404008,-0.115907,-0.481926,-0.43162,0.606599,0.081269,-0.823377,0.905325,-0.615365,-0.295935,-0.635481,-0.185993,-0.685598,0.071888,-0.660198,0.452493,-0.192934,0.267991,-0.380122,0.371859,0.359579,-0.030494,-0.24452,-0.389455,-0.681017,-0.234409,-0.76821,-0.539613,-0.663079,-0.619568,-0.485288,-0.520333,-0.306639,-0.327642,-1.056211,-0.189007,-0.411418,-0.179098,-0.154147,0.077703,0.057636,-0.13273,-0.04288,-0.184935,-0.852134,-0.783139,0.515378,0.015738,0.381214,-0.077014,0.339065,-0.281857,0.683708,0.416444,0.470165,0.090236,0.640154,0.409057,0.26068,0.484464,-0.587692,-0.091375,-0.682142,-0.018332,0.774314,0.822642,0.826939,0.092835,0.582504,-0.126954,0.536698,-0.468001,0.786122,0.390251,0.622637,0.135403,0.613735,-0.161956,0.102778,0.26245,-0.726725,0.199237,-0.410314,-0.671911,0.764793,-0.178522,Country
0.046652,1.39433,-0.581001,0.841282,-0.637663,-0.404757,-0.536205,0.140739,0.073241,1.236955,-0.549944,0.346568,-0.650241,0.122168,-0.849316,-0.567448,-0.700202,-0.520401,-0.212711,-0.373021,-0.210796,3.16154,-0.574622,1.488103,-1.419518,0.437868,-1.121968,0.634895,-1.168562,0.718068,-0.639301,0.320636,-0.691556,0.074786,-0.452996,0.287534,-0.779739,1.104163,-1.187537,0.035685,-0.476407,0.357686,-0.607966,-0.448753,-0.563968,-0.415363,-0.679234,-0.312411,-1.549967,-0.292218,-0.273515,-0.142482,-0.916297,0.29884,-1.226132,0.486328,-1.002219,1.486625,-0.979232,-0.656102,0.438672,1.264452,-0.274642,-0.133403,0.653774,0.562378,0.917947,0.748423,1.157315,1.613434,0.847,1.129493,-0.184018,0.632532,-1.155796,0.503076,-0.966482,0.337972,1.046349,1.275102,0.645976,1.688106,-0.053434,0.049959,0.833771,0.719714,0.992054,0.99324,1.076481,1.601147,0.808462,1.056508,-0.228805,0.563489,-0.965076,-0.02635,0.669226,0.672402,1.002035,0.313856,Country
0.585498,0.156455,-0.136403,-0.16683,0.147353,-0.418285,0.50918,0.293126,0.511415,0.819599,-0.174576,0.019896,0.269821,-0.039045,0.004687,0.380916,-0.383771,-0.351031,0.481738,0.248111,-1.377962,-0.934539,-0.363896,-1.142063,-0.218565,-0.820202,-0.407119,-0.432032,-0.331729,-0.430234,0.127026,-0.853969,-0.396162,-0.116935,-0.281675,0.052336,-0.201564,-0.4983,0.07878,-0.544869,-0.042179,-0.047274,-0.208034,-0.148428,-0.324571,-0.481556,-0.155194,-0.243466,-0.500251,-0.151652,0.503652,-0.180529,-0.151432,-0.227347,-0.372021,-0.993689,0.127107,-0.228456,-0.328065,-0.56711,0.274653,-0.288275,0.249173,-0.409136,0.041347,-0.630841,0.348244,-0.261481,0.465657,0.098757,0.82371,0.297406,1.060064,0.858955,0.51476,0.264256,-0.337142,0.201934,0.59221,0.050118,0.59888,-0.586831,0.394518,-0.602434,0.220757,-0.983899,0.515675,-0.278443,0.593135,-0.101409,0.812671,-0.27714,1.092712,-0.286981,0.553982,0.425104,-0.495049,-0.476112,0.596251,-0.558096,Country
-0.139169,0.962571,-0.61324,0.934325,-0.677176,-0.318239,-0.606143,0.338877,-0.275804,0.797528,-0.720823,0.036409,-0.689562,-0.287162,-0.733685,-0.520857,-0.735539,-0.596062,-0.402419,-0.304499,0.280582,4.521359,0.115733,2.876455,-1.32332,0.376918,-1.183913,1.050633,-0.885074,0.346142,-0.621639,0.06335,-0.588791,-0.092862,-1.226748,0.825197,-0.308926,0.021719,-0.722577,-0.229696,0.318143,2.774783,0.508165,1.226651,-0.528253,-0.408401,0.151233,-0.180599,-0.579673,0.010496,0.269187,0.239525,-0.108172,0.208034,-0.677237,-0.395676,-0.721479,0.831005,-0.864566,-0.63725,0.136848,0.843881,-0.223376,0.264069,0.272144,-0.10659,0.321385,-0.051241,0.504065,0.346147,0.946773,0.923542,0.350655,0.878925,0.007947,0.928014,-0.955906,0.077701,0.912544,0.58952,0.203302,1.577583,-0.226075,0.945834,0.495929,-0.120499,0.507905,-0.024052,0.632314,0.374553,0.898159,0.520774,0.224451,0.436656,0.119253,0.976248,0.334611,-0.216555,0.886805,-0.150519,Country
0.372271,-0.298513,-0.055727,-0.613172,0.090178,-0.547775,1.714687,0.641978,0.413554,-0.464696,-0.117666,-0.87977,0.764722,0.064557,1.016769,0.844381,0.039934,0.27927,0.764827,0.295485,-0.411988,-0.595141,-0.124865,-1.383459,0.228548,-1.148977,-0.347721,-1.06516,0.097716,-1.031908,0.422979,-1.262221,-0.068687,-0.467849,0.064484,-0.485782,-0.270833,-0.812297,0.51232,-0.899707,-0.345355,-0.734524,-0.285718,-0.584864,-0.237432,-0.536347,0.205901,-0.308909,-0.635851,-0.529137,1.93688,-0.352205,0.636155,-0.70783,0.071778,-0.821491,0.349831,-1.282355,-0.142407,-0.587727,-0.373089,-0.488369,-0.411318,-0.667365,-0.431345,-0.838996,0.188517,-0.515852,-0.032259,-0.8551,-0.048802,-1.440035,0.97089,-0.081782,1.029339,-0.365819,0.25787,-0.313063,0.209337,-1.230779,-0.240993,-0.634901,-0.301108,-0.94338,-0.341521,-1.210182,0.349277,-0.854568,0.104171,-1.292903,0.057882,-2.293035,0.977071,-1.128462,1.035796,-0.218721,-0.746887,-0.689605,0.267297,-1.321555,Country
-0.817469,-0.707978,-0.914961,-0.312778,-0.754534,-0.45532,-0.177948,1.264362,0.033172,1.061765,-0.63674,-0.105512,-0.729613,-0.316718,-0.831438,-0.716338,-0.808057,-0.751062,-0.704425,-0.789963,1.906277,-0.988188,1.031976,2.396482,-0.985247,0.664436,-1.696265,1.29581,-1.700599,0.968164,-1.49414,1.459456,-1.299169,0.317415,-1.631548,0.567971,-0.370321,-0.047942,-0.777313,-0.571794,2.457171,0.441906,1.084768,1.095132,-0.30282,-0.397292,0.159194,0.301646,-1.271879,-0.011521,-0.737915,0.447259,0.660116,0.242725,-0.755776,-0.532288,-0.746191,0.603887,-0.769471,-0.586904,-0.461403,-0.371719,-0.54399,-0.080542,0.44535,0.303101,0.229555,0.232032,0.362175,0.534483,0.360936,0.436083,0.251432,1.285029,-0.070667,0.684952,-1.101448,-0.311197,1.276062,0.920042,-0.679647,-0.465042,-0.699747,0.230627,0.591208,0.47672,0.428362,0.412768,0.518965,0.563243,0.486012,0.360088,0.254336,0.714966,0.108547,0.532132,0.431277,-0.578469,1.135868,-0.081675,Country
0.392004,2.081702,1.17641,0.207928,1.178366,0.381232,1.82486,1.267273,1.41584,1.970568,0.414431,1.060249,0.223831,0.563458,-0.314609,-0.068451,-0.404456,-0.071158,1.540399,0.605652,-0.287349,0.722473,-1.138969,-0.856632,-0.898043,-0.623995,-0.695502,-0.550044,-0.581391,0.020304,-0.379106,-0.25742,-0.499172,0.22164,0.24913,0.239111,-0.403986,-0.043327,-0.837532,-0.511364,-0.129145,0.070196,-0.678761,-0.686344,-0.467565,-0.481075,0.097272,-0.242744,-0.525218,0.159585,1.038757,0.086515,-0.231164,-0.122618,-0.53859,-0.181213,-0.8028,0.473972,-0.885829,-0.807064,0.178128,0.264843,1.385952,0.191898,1.068187,0.473417,1.238128,0.525697,1.052106,0.823872,0.777627,0.465402,0.32005,0.158019,-0.858142,-0.421405,-0.907683,0.617778,1.056278,0.404808,0.3894,0.517263,1.504078,-0.014759,1.160062,0.279203,1.301884,0.547403,1.018687,0.990836,0.802832,0.348426,0.278848,-0.126733,-0.822246,-0.243269,0.605566,-0.174132,1.018226,-0.40574,Country
-0.363665,-0.417746,1.235152,1.212123,0.641534,1.294041,0.943853,1.805953,1.000934,2.420371,0.105151,0.791215,-0.048908,0.611483,-0.37169,0.143137,-0.424866,0.341088,0.787169,0.557482,0.061292,0.304983,-0.862564,0.388002,-0.659071,-0.180933,-0.851729,0.162685,-0.970835,0.75633,-0.700735,-0.018456,-0.356184,-0.297785,-0.485326,1.225508,-0.574075,-0.109244,-0.75248,-0.215604,0.592384,0.367216,-0.60153,-0.469249,-0.255961,-0.406844,0.19334,-0.046835,-0.745622,0.190946,0.717957,-0.18451,0.304891,-0.189831,-0.578094,-0.160273,-0.723527,0.665895,-0.785845,-0.233404,-0.259023,-0.111233,1.33692,1.579507,0.468063,0.189212,0.554694,-0.01821,0.696353,0.593262,1.142722,0.850087,0.502612,0.346441,-0.590329,0.062733,-0.668516,1.480357,1.017935,0.531245,-0.149585,0.023526,1.179212,1.87755,0.664104,0.186353,0.739942,-0.093299,0.768787,0.474035,1.080676,0.578321,0.30087,-0.112224,-0.423002,0.314504,0.511678,0.483682,0.975967,-0.171568,Country
0.714036,1.141736,0.234824,0.235855,0.610983,0.314335,1.581258,1.909571,1.737889,2.074281,1.237811,1.314651,1.152286,1.524036,0.096057,0.432044,-0.095647,0.660391,1.415378,0.395331,-0.236748,1.659934,-0.347246,-0.488658,-0.470094,-0.327176,-0.72446,-0.049475,-0.692494,0.16857,-0.655695,-0.236947,-0.953104,-0.027459,-0.18225,0.420426,-0.059871,-0.218002,-0.096308,-0.795878,-0.231946,0.412592,-0.641234,-0.673784,-0.346859,-0.496921,0.220409,0.059922,-0.081397,0.328624,1.313687,-0.292672,-0.172383,-0.555129,-0.476391,-0.51197,-0.065152,-0.255732,-0.241693,-0.420785,0.002551,0.198804,0.406327,0.098189,0.264606,-0.119154,0.465725,0.024395,0.579699,0.533407,0.799049,0.597028,0.720555,0.888003,-0.076914,-0.265632,-0.541552,1.13762,0.910644,0.226989,0.143717,0.457961,0.523073,0.205767,0.424676,0.00524,0.612988,-0.071209,0.639742,0.419621,0.875467,0.287127,0.879604,-0.097408,0.038726,-0.03735,-0.095211,-0.201255,0.860473,-0.357728,Country
1.134845,3.298296,0.107944,1.298124,0.156843,1.382065,0.504376,1.401278,0.242609,1.379494,-0.363283,0.26641,0.034119,1.222253,-0.437034,0.152659,-0.437974,0.224599,0.599525,0.156289,-0.379535,3.49229,-0.986027,0.759834,-0.821412,0.638178,-1.074398,0.820412,-0.852111,0.755983,-0.452995,0.480805,-0.628474,0.489895,-0.841698,1.381792,-0.582933,0.026682,-0.906012,0.058598,0.162215,2.034444,-0.75853,-0.653247,-0.288453,-0.386811,0.146633,-0.021669,-1.023279,0.159028,0.874412,0.18035,-0.126821,-0.146439,-0.858396,-0.248608,-0.65455,0.604623,-0.806146,-0.376079,0.213222,0.890364,-0.161376,0.255329,0.101988,0.013316,0.611426,0.445803,0.66992,0.657776,0.651932,0.397208,0.115347,0.604907,-0.573183,0.572674,-0.748645,1.256643,0.83819,0.677735,0.323645,1.752301,-0.02012,0.650706,0.237441,0.238647,0.706661,0.616003,0.693807,0.881494,0.631704,0.381226,0.04124,0.433389,-0.354854,0.841441,0.402869,0.065618,0.832894,0.149594,Country
