SBFlux_f1_Mean,SBFlux_f1_Std,SBFlux_f2_Mean,SBFlux_f2_Std,SBFlux_f3_Mean,SBFlux_f3_Std,SBFlux_f4_Mean,SBFlux_f4_Std,SBFlux_f5_Mean,SBFlux_f5_Std,SBFlux_f6_Mean,SBFlux_f6_Std,SBFlux_f7_Mean,SBFlux_f7_Std,SBFlux_f8_Mean,SBFlux_f8_Std,SBFlux_f9_Mean,SBFlux_f9_Std,SBFlux_f10_Mean,SBFlux_f10_Std,SBEntropy_f1_Mean,SBEntropy_f1_Std,SBEntropy_f2_Mean,SBEntropy_f2_Std,SBEntropy_f3_Mean,SBEntropy_f3_Std,SBEntropy_f4_Mean,SBEntropy_f4_Std,SBEntropy_f5_Mean,SBEntropy_f5_Std,SBEntropy_f6_Mean,SBEntropy_f6_Std,SBEntropy_f7_Mean,SBEntropy_f7_Std,SBEntropy_f8_Mean,SBEntropy_f8_Std,SBEntropy_f9_Mean,SBEntropy_f9_Std,SBEntropy_f10_Mean,SBEntropy_f10_Std,SBZCR_f1_Mean,SBZCR_f1_Std,SBZCR_f2_Mean,SBZCR_f2_Std,SBZCR_f3_Mean,SBZCR_f3_Std,SBZCR_f4_Mean,SBZCR_f4_Std,SBZCR_f5_Mean,SBZCR_f5_Std,SBZCR_f6_Mean,SBZCR_f6_Std,SBZCR_f7_Mean,SBZCR_f7_Std,SBZCR_f8_Mean,SBZCR_f8_Std,SBZCR_f9_Mean,SBZCR_f9_Std,SBZCR_f10_Mean,SBZCR_f10_Std,SBKurtosis_f1_Mean,SBKurtosis_f1_Std,SBKurtosis_f2_Mean,SBKurtosis_f2_Std,SBKurtosis_f3_Mean,SBKurtosis_f3_Std,SBKurtosis_f4_Mean,SBKurtosis_f4_Std,SBKurtosis_f5_Mean,SBKurtosis_f5_Std,SBKurtosis_f6_Mean,SBKurtosis_f6_Std,SBKurtosis_f7_Mean,SBKurtosis_f7_Std,SBKurtosis_f8_Mean,SBKurtosis_f8_Std,SBKurtosis_f9_Mean,SBKurtosis_f9_Std,SBKurtosis_f10_Mean,SBKurtosis_f10_Std,SBSkewnessn_f1_Mean,SBSkewnessn_f1_Std,SBSkewnessn_f2_Mean,SBSkewnessn_f2_Std,SBSkewnessn_f3_Mean,SBSkewnessn_f3_Std,SBSkewnessn_f4_Mean,SBSkewnessn_f4_Std,SBSkewnessn_f5_Mean,SBSkewnessn_f5_Std,SBSkewnessn_f6_Mean,SBSkewnessn_f6_Std,SBSkewnessn_f7_Mean,SBSkewnessn_f7_Std,SBSkewnessn_f8_Mean,SBSkewnessn_f8_Std,SBSkewnessn_f9_Mean,SBSkewnessn_f9_Std,SBSkewnessn_f10_Mean,SBSkewnessn_f10_Std,Class
-0.428726,-0.477337,-0.804889,-0.646514,-0.687591,-0.768758,-0.933027,-0.912466,-1.041406,-1.118077,-0.789256,-0.758085,-0.490375,-0.064865,-0.393401,0.164922,-0.581936,-0.390908,-0.989739,-0.237956,-0.086821,-0.349836,-0.531901,-0.991928,-0.033525,-0.856535,1.642886,2.42967,0.767227,1.379309,0.885907,-0.763304,0.699131,-0.344032,-0.618298,0.620035,-0.799857,0.22182,0.614151,0.679377,-0.257224,-0.637695,-0.407003,-0.479943,0.117702,0.103243,0.950561,0.628681,-0.758106,0.0064,1.142057,-0.888457,0.091754,-1.109638,-0.16434,-0.726503,0.276605,-0.467329,0.534894,0.480876,-0.377331,-0.419929,0.181227,-0.189723,0.304357,0.259213,-0.732978,-0.192962,-0.22702,0.388727,0.676775,0.662191,0.927956,1.634461,1.454906,1.580209,1.242303,1.988717,-0.017551,0.142755,-0.41067,-0.52952,0.270131,-0.428509,0.307947,0.154699,-0.884788,0.24764,-0.423884,0.75407,0.436084,0.644635,0.724887,1.175772,1.643205,1.193848,0.193151,1.513678,0.04664,0.085997,Disco
0.023492,-0.428721,-0.10423,-0.74887,-0.531358,-1.040933,-0.728676,-0.847385,-0.624469,-0.849542,-0.750393,-0.817844,-0.699779,-0.573302,-0.399993,-0.304089,0.060386,-0.115074,-0.602529,0.332274,-1.239095,-0.953596,-0.88223,-1.221267,-0.129493,-1.331371,1.004253,-0.406207,1.250416,-0.443713,1.554473,0.411989,1.422949,-0.263703,1.267655,-1.226513,-1.465508,-0.76754,0.295326,1.725877,-0.647687,-0.85156,-0.571436,-0.651467,-0.194601,-0.435287,0.770632,0.872541,0.218429,0.379781,0.021984,0.500035,0.74792,0.283695,2.386559,-0.204506,0.618426,-1.257573,0.624157,1.230399,0.036897,-0.332659,0.208222,-0.540618,-0.390984,-0.760761,-0.791189,-0.651918,-0.73246,-0.453119,-1.551149,-0.866854,-1.05511,0.550951,-0.240072,-0.452764,3.525959,2.541637,-0.964188,-0.389917,0.44658,-0.506325,0.498862,-0.906311,-0.185268,-1.097286,-0.758854,-0.60754,-0.795877,-0.067482,-1.753,0.005257,-1.212629,2.022673,-0.556535,0.129338,0.775779,3.383454,-0.952587,0.585267,Disco
-0.054691,-0.333234,-0.056702,-0.476771,0.698348,-0.27505,0.622681,-0.189921,0.392631,0.272411,1.585927,1.866693,1.095776,2.490936,0.510684,0.958142,-0.334688,-0.095627,0.364159,0.060853,0.03239,0.060248,-0.003596,-0.536737,-0.192734,-0.773703,-0.099318,-0.782389,0.21174,-0.450322,-0.232599,-0.253033,-0.240567,0.059687,-0.724892,0.848225,-0.166018,-0.056911,-0.14249,-0.289427,0.255531,0.647675,-0.533273,-0.66119,-0.419766,-0.437522,-0.222955,-0.267663,-0.383376,-0.353951,0.5927,0.319219,-0.881511,0.202767,-0.054278,-0.670736,-0.214969,0.317065,-0.381574,-0.470011,-0.230685,-0.18314,0.264477,0.000668,0.390693,-0.062496,0.550102,-0.093873,0.688601,0.234833,1.102831,1.378611,0.490312,1.247214,0.952762,2.398135,-0.499421,0.886035,0.666395,0.149784,-0.212729,-0.146066,0.267366,0.059625,0.477842,-0.051195,0.63661,-0.092232,0.622273,0.351593,0.95765,1.205259,0.553956,0.408484,0.777125,2.131455,0.103475,-0.032194,0.688557,-0.263034,Disco
-0.45915,-0.539433,-0.295063,-0.496313,-0.141944,-0.531531,0.298913,0.350541,-0.012577,-0.178392,0.337364,0.113533,0.05372,-0.029701,-0.225425,-0.308623,-0.172588,-0.319844,-0.214519,-0.428742,0.680847,-0.470547,-0.078637,-0.494445,-0.023555,-0.77621,0.080252,-0.063531,0.202199,-0.46267,0.204052,-1.173362,0.399028,-0.761471,0.946792,-0.773227,-0.723178,-0.50605,0.178836,-0.469926,0.029877,-0.101735,-0.468914,-0.558761,-0.395732,-0.515828,-0.02445,-0.265312,0.212403,-0.045351,0.414653,-0.551711,-0.288244,-0.39817,0.269317,-0.365948,0.327907,-0.682764,-0.289392,-0.303465,-0.505649,-0.421521,-0.044883,0.041574,0.088582,-0.354137,0.504934,0.141881,0.201137,-0.279224,0.738518,0.16913,0.768479,-0.055027,-0.156925,-0.588766,0.673722,1.029268,0.276316,0.124625,-0.583113,-0.415159,0.040089,0.106143,0.232494,-0.471701,0.563721,0.31482,0.312937,-0.386179,0.783464,-0.214814,0.700626,-0.635646,-0.137595,-0.364416,-0.579818,0.233846,0.326926,-0.13719,Disco
-0.268227,-0.417558,-0.277521,-0.515179,0.103396,-0.612173,-0.740843,-0.980057,-0.622755,-1.218901,-0.027173,-0.70603,0.466578,0.658243,0.159233,0.101281,-0.399757,-0.496601,-0.251472,-0.040737,0.195305,-0.168641,-0.498778,-1.071095,-0.476329,-1.189002,0.827282,-1.111335,0.084392,-1.058517,-0.306621,-0.855517,-0.262543,-0.603659,-0.438793,-0.152644,-0.422193,0.009877,0.627878,-0.863728,-0.182233,0.180995,-0.452417,-0.636492,-0.49133,-0.450983,0.057995,-0.322085,0.946795,-0.39215,2.174057,0.242749,0.260136,-0.37254,-0.017192,-1.007358,0.341248,-0.985739,0.205338,-0.530738,-0.389733,-0.421458,0.387747,-0.156345,0.977772,-0.028588,-0.407538,-0.603681,0.02502,-0.765603,0.755845,-0.106882,1.172496,0.741915,1.045003,-0.673201,0.15517,-0.02116,0.290161,-1.000567,-0.490168,-0.451529,0.444902,-0.247946,0.978319,-0.326126,-0.421354,-0.673841,0.147998,-1.145089,0.828001,-0.78049,1.212103,-0.628917,1.196574,-0.5545,-0.481191,-0.628009,0.365458,-1.262475,Disco
-0.099213,-0.339558,-0.360547,-0.68489,-0.295173,-0.583285,-0.951467,-1.265287,-0.7452,-0.425594,-0.496102,-0.180976,-0.414028,-0.591033,-0.288222,-0.39571,-0.253029,-0.390332,-0.580844,0.115778,-0.825676,-0.246059,-0.710915,-1.126779,-0.593416,-1.208103,0.74345,-1.346459,0.824197,-1.210349,0.671053,-1.116503,0.284294,-0.73455,0.696066,-1.036825,-0.796296,-0.461989,0.818539,0.060651,-0.10648,-0.545996,-0.398029,-0.499411,-0.270865,-0.271474,0.042603,-0.418868,0.700778,-0.460071,1.302109,-1.027671,0.216667,-0.585799,1.297179,0.078432,0.439319,-1.033667,0.302116,-0.068737,-0.196691,-0.360098,0.29207,-0.636291,0.503057,-0.380907,-0.554417,-0.699935,-0.364568,-0.594157,-0.161003,-0.227355,0.671894,-0.297896,0.14505,-0.984905,1.817027,1.603456,-0.346977,0.09764,0.032539,-0.448872,0.522284,-1.116488,0.640338,-0.691603,-0.514693,-0.877808,-0.325418,-0.617217,-0.151176,-0.351273,0.714454,-0.651286,0.074289,-0.610985,-0.038467,1.066294,-0.273194,0.146613,Disco
-0.144967,-0.209791,0.389074,-0.150943,2.084909,0.967038,0.516928,0.171406,-0.387624,-0.666998,0.522644,1.641645,0.520709,1.262862,0.452345,1.767496,0.242561,1.638537,0.407385,1.177,0.302677,-0.319542,-0.558403,-0.674518,-0.610454,-0.881471,0.390705,-0.183259,0.594119,0.499104,0.001219,0.26068,-0.326017,0.51949,-0.600442,0.354799,-0.650291,0.694208,-0.383748,0.936639,-0.325422,-0.623738,-0.421325,-0.463617,-0.4822,-0.403183,0.563812,0.060541,-0.709677,-0.115829,1.330345,-0.374058,-0.669305,-0.022823,-0.176738,0.590611,-0.229319,1.059423,-0.457205,-0.250108,-0.649163,-0.545038,-0.191437,-0.266091,0.251805,-0.178374,-0.350015,-0.211722,-0.395471,-0.175221,0.35776,0.593867,0.138836,0.456216,0.564241,1.093753,0.608727,1.425662,0.308467,0.252745,-0.756404,-0.649307,0.009945,-0.252303,0.456015,-0.216273,-0.310194,-0.054941,-0.419817,0.23995,0.30501,1.083422,0.154928,0.56328,0.559678,1.427948,-0.405333,0.330488,0.383122,0.105183,Disco
-0.265269,-0.430799,-0.403923,-0.749081,0.028003,-0.064275,-0.714719,-0.993462,-0.728466,-1.079737,-0.13658,0.001657,-0.245928,-0.184773,0.079808,0.235446,-0.114279,-0.342619,-0.324529,-0.293763,-0.388782,-0.374745,-0.475566,-0.974492,-0.396652,-0.78282,0.423484,-0.623351,0.292494,-0.995471,-0.031235,0.933959,0.269039,0.678337,-0.058139,0.602559,-0.877694,-0.427072,0.256835,0.282494,-0.698283,-0.787532,-0.557748,-0.65728,-0.340952,-0.56737,-0.400583,-0.34757,-0.859268,-0.408964,-1.602531,0.028667,-0.234676,0.423942,0.380083,0.087289,0.433219,-0.89041,-0.194352,-0.332911,-0.405619,-0.359266,-0.185834,-0.524946,-0.103554,-0.622374,-0.654264,-0.748097,-0.48996,-0.829262,-0.577367,-0.521074,-0.330898,0.098616,0.452575,-0.014054,1.389081,1.349408,-0.264659,0.228909,-0.327759,-0.401126,-0.035696,-0.691225,0.095288,-0.948037,-0.612267,-0.97223,-0.344453,-1.024887,-0.540215,-0.351302,-0.446746,0.381651,0.455602,0.491795,-0.419308,0.366797,-0.1712,0.147607,Disco
0.18043,0.193755,-0.174064,-0.432764,0.780969,0.401451,0.846396,0.108803,-0.327175,-0.312238,0.322659,-0.013235,0.721211,0.633912,0.667146,1.139213,0.357622,0.856227,0.177667,0.26999,-0.149441,0.789586,0.221959,-0.228379,-0.15814,-0.392138,0.21259,-1.180801,1.03981,0.020391,-0.112568,0.439516,-0.296487,-0.293643,-0.473219,-0.182317,-0.721701,0.305936,0.515337,-0.027639,0.331244,1.523163,0.226617,0.129747,-0.164257,-0.246859,-0.145641,-0.478209,0.512445,-0.277083,0.284739,-0.386302,1.583218,-0.031154,-0.227501,-0.528302,0.413398,-0.236551,0.365683,0.160087,-0.447425,-0.246238,-0.683258,-0.619646,-0.057886,-0.198653,-0.152411,-0.460241,-1.049815,-0.959261,-0.360294,-0.35494,0.636594,0.41095,0.900209,0.214261,1.392484,1.831304,-0.152989,-0.04589,-0.463983,0.061595,-0.664167,-0.566362,0.049124,-0.122221,-0.055196,-0.494645,-1.084467,-1.06309,-0.254019,-0.325795,0.711702,-0.280074,1.145449,-0.036495,-0.319436,1.229574,-0.070921,0.12693,Disco
-0.666341,-0.558826,-0.373904,-0.580127,-0.203415,-0.755026,-0.514316,-1.101344,-0.820489,-1.156964,-0.869555,-1.365613,-0.651065,-1.039047,-0.186714,-0.195902,-0.256307,-0.34229,-0.263107,-0.298475,0.370788,-1.107708,-0.885012,-1.196004,-0.645365,-1.23076,0.010769,-1.312134,0.461346,-1.468532,0.515965,-1.19805,0.203799,-0.496581,-0.114682,0.221544,-1.132045,-0.4828,-0.033933,0.073344,-0.060224,-0.569266,-0.632169,-0.605818,-0.631235,-0.573913,-0.202255,-0.43585,-0.163618,-0.420131,-0.569799,-0.879447,1.037614,-0.662892,1.360618,-0.78532,0.266609,-0.946103,-0.695525,-0.654843,-0.604272,-0.536402,0.218431,-0.542275,0.301455,-0.412396,-0.14116,-0.584897,-0.161243,-0.545377,-0.18586,-0.968246,-0.060192,-1.267512,-0.060104,-1.004025,0.983289,0.884622,-0.142291,-0.757633,-0.770332,-0.717744,0.459177,-0.821978,0.516426,-0.643032,0.028614,-0.77614,-0.057928,-0.729623,-0.086551,-1.432959,-0.167947,-1.178758,-0.279872,-0.866983,-0.410728,0.067709,0.008034,-0.744898,Disco
-0.650876,-0.641304,-0.223527,-0.66494,-0.424167,-0.877756,-0.929971,-1.129626,-0.732527,0.272202,-0.348359,0.339099,0.108755,0.762647,0.075352,0.590432,-0.322339,-0.19635,-0.618021,-0.171929,1.258625,-0.79995,-0.808521,-0.945259,-0.189229,-0.862324,1.006774,0.267375,0.972965,0.937293,0.433096,0.992109,-0.596296,1.047025,-1.399219,1.967787,-0.814127,-0.137456,0.123273,0.629446,0.789866,-0.020226,-0.445709,-0.476201,-0.4775,-0.39905,0.071795,0.342903,0.635776,0.440686,-0.775643,-0.019913,0.420959,0.231329,0.287475,0.263027,0.177512,0.132451,-0.065744,0.15524,-0.725122,-0.602994,0.125764,-0.261649,-0.0478,-0.506877,-0.840032,-0.712753,-0.980179,-0.719716,-0.732051,-0.576575,0.097981,1.288082,0.989307,2.250019,0.982061,1.813754,-0.141941,0.007255,-1.148906,-0.805893,0.248796,-0.326275,0.037855,-0.595289,-0.911681,-0.70318,-1.061033,-0.633316,-0.730773,-0.245037,0.216589,1.257485,1.047009,2.411643,-0.092636,0.919716,-0.046188,0.255428,Disco
0.276067,-0.10225,-0.403424,-0.647839,-0.431692,-0.208912,-0.868543,-1.211995,-0.51957,-0.189853,-0.34404,0.129463,0.070756,0.487039,0.361323,0.472756,-0.330968,-0.319085,-0.580876,-0.443114,-0.970775,-0.531342,-0.180435,-0.61902,0.585584,-0.206325,0.891411,0.050966,0.501682,-0.531542,0.341946,-0.372342,0.160044,0.15943,-0.777039,0.471215,-1.225948,0.711624,0.39376,-0.105849,-0.716287,-0.653558,-0.578778,-0.618188,-0.434267,-0.24778,0.427937,-0.230391,0.208098,-0.181492,-0.356786,-0.411,0.763158,-0.33098,0.464476,-0.140815,0.10535,-0.797597,-0.033371,-0.186243,-0.163776,-0.162401,-0.249744,-0.432449,-0.689974,-0.563721,-0.710401,-0.675978,-0.345743,-0.57653,-0.137439,-0.534566,0.373933,0.340427,1.267392,0.457407,1.061159,1.732854,0.042292,-0.241055,-0.01624,-0.127361,-0.221023,-0.459527,-0.791983,-0.536708,-0.774116,-0.728535,-0.333011,-0.605257,-0.126652,-0.6707,0.369076,-0.039452,1.300305,0.434354,0.262522,0.997482,0.12857,-0.339866,Disco
-0.616501,-0.391392,-0.295304,-0.481424,-0.245397,-0.314137,-0.512128,-0.883032,-0.733516,-1.276174,-0.372476,-0.949859,-0.231416,-0.460505,-0.02417,-0.190659,0.231987,0.139964,-0.206438,0.216291,0.117717,-1.270105,-0.963265,-1.244787,-0.304506,-0.993342,0.469728,-0.693717,0.787979,-0.935208,0.291396,-0.094325,0.014898,0.470222,0.289441,-0.019116,-0.910229,-0.186219,0.489022,0.053884,0.723918,-0.694671,-0.400839,-0.615207,-0.685881,-0.503487,-0.677995,-0.513697,-0.663832,-0.762562,0.323947,-0.761826,0.15235,-0.698271,1.44979,-0.548774,0.649681,-1.065693,-0.033805,0.079075,-0.658673,-0.565761,-0.210627,-0.686093,-0.83022,-0.991909,-0.992769,-0.918423,-1.206728,-1.141161,-0.915621,-1.038882,-0.353552,-0.479033,0.198771,-0.886059,1.792814,1.141769,-0.607518,-0.269885,-0.809438,-0.82058,0.07641,-1.095832,-0.736898,-1.456808,-0.971318,-1.235185,-1.210694,-1.358007,-0.811092,-1.076854,-0.176289,-0.379354,-0.00488,-0.472808,-0.49754,0.808867,-0.524492,0.165489,Disco
-0.553558,-0.512513,-0.309965,-0.665895,0.023787,-0.602894,-0.08068,-0.73022,0.261756,-0.513527,0.076928,-0.384882,-0.093767,-0.435946,0.105174,0.044318,0.214194,0.151602,-0.089306,-0.150846,0.956396,-1.219978,-0.289951,-1.17623,-0.19736,-1.21175,0.395046,-1.355204,0.386072,-1.513055,0.73783,-0.775261,0.894262,-0.779245,0.606314,-0.559054,-0.927221,-0.452759,0.287083,-0.135854,1.245795,-0.073395,-0.093003,-0.448539,-0.039927,-0.243029,0.073034,-0.512249,0.217353,-0.729147,0.631324,-1.059694,0.517406,-0.492863,0.892201,-0.31457,0.491612,-1.060696,-0.174649,-0.200715,-0.711374,-0.596628,-0.458775,-0.728137,-0.235518,-0.733374,-0.388263,-0.681738,0.137354,-0.594059,-0.140352,-0.481626,0.210735,-0.504269,0.079201,-0.235491,1.439499,1.624443,-0.087009,0.464588,-0.976748,-0.793368,-0.275445,-1.043395,-0.035661,-1.093509,-0.267971,-0.872919,0.258219,-0.873284,-0.106494,-0.491183,0.06295,-0.257825,-0.03105,0.000204,-0.46048,0.933294,-0.040021,0.313986,Disco
-0.332326,-0.348836,-0.408058,-0.258747,-0.245157,-0.104137,-0.397524,-0.526343,0.187284,0.11304,0.622203,0.060428,0.764791,0.71901,0.749042,1.31386,0.462774,0.625593,-0.253552,0.032519,0.259879,-0.888658,0.910825,0.924734,0.921042,-0.458559,1.265472,-0.224204,0.940001,-0.061786,0.729917,-0.969236,0.77786,-1.031969,0.828091,-0.672103,-0.881022,-0.236375,0.77603,0.163126,-0.929603,-0.895695,0.972185,-0.014844,0.388651,-0.0097,0.396268,-0.303623,0.4991,-0.296496,0.112983,-0.293108,0.197945,-0.472728,0.765217,-0.042217,0.399255,-0.46689,0.337191,-0.120588,-0.563055,-0.516992,-0.960046,-0.628343,-0.963379,-0.685632,-0.896389,-0.600234,-0.334395,-0.160861,0.384203,0.892285,1.022666,0.842112,0.487487,-0.171636,1.931263,1.786087,-0.271886,0.423845,-0.692911,-0.601225,-1.110103,-0.460735,-1.063925,-0.697565,-0.983285,-0.481907,-0.387334,0.148785,0.251449,0.604386,0.851696,0.198219,0.575947,-0.040983,0.107881,1.48373,-0.209869,0.290525,HipHop
0.183236,-0.284313,2.710379,0.547795,0.412758,0.832633,-0.278781,-0.272142,0.212736,-0.199747,0.736925,1.231543,2.759244,4.197717,2.286792,2.703216,1.507466,2.691949,2.520562,2.288222,0.477164,-0.914913,-0.909673,-0.705087,1.424731,1.039391,2.108136,0.695045,1.710906,1.724713,1.379184,1.668743,0.225137,0.432258,-0.985492,0.929416,-1.126025,0.30193,-0.683673,2.03909,0.768807,0.031097,-0.632169,-0.617163,1.29441,1.157163,1.329879,1.562983,1.387818,2.089133,1.114845,1.038083,0.866396,0.260305,0.275206,1.198554,0.053086,0.197761,-0.523411,0.113378,-0.679185,-0.560841,-0.211848,-0.42721,-1.127922,-0.496871,-1.470046,-0.830572,-1.554512,-0.847522,-1.42704,-0.237913,-0.160133,2.076978,0.168342,0.605256,1.312333,2.874793,-0.327125,0.01645,-0.905804,-0.737636,-0.003387,-0.498202,-1.386334,-0.107277,-1.851376,-0.725993,-1.9103,-0.369074,-1.806854,1.001649,-0.307093,2.538445,0.271153,1.266559,-0.064959,2.24917,-0.219758,0.574872,HipHop
-0.683746,-0.626877,-0.349546,-0.581667,-0.157509,-0.361604,-0.007032,-0.376985,0.166803,-0.096488,-0.607963,-0.477087,-0.984599,-0.956921,-0.820466,-0.797451,-0.620076,-0.467753,-0.450158,-0.390619,0.701843,-0.830089,-0.450122,0.32297,-0.806471,-0.72497,-0.349593,-1.229265,-0.059091,-0.010654,0.710318,0.926562,1.451056,-0.28605,0.936105,-0.149732,-0.861599,0.274675,-1.454334,0.683996,-0.74474,-0.983431,-0.461391,-0.317297,-0.702665,-0.375603,-0.373161,-0.400256,-1.038776,-0.397988,-1.487832,0.101523,-0.269758,0.35279,0.048359,0.931248,-0.649129,0.870662,-0.984774,-0.39016,-0.448675,-0.418634,0.881221,0.549201,1.459693,1.087336,1.970636,0.636534,2.380239,2.665397,0.642757,1.806903,-0.963806,0.415186,-1.35422,-0.111315,-0.295806,1.810772,0.756912,1.698413,-0.422171,-0.539455,0.984333,0.590538,1.494048,1.092582,1.839076,0.594275,1.770915,2.610762,0.264082,2.221083,-1.641932,2.211241,-1.512783,-0.292812,0.232292,0.731238,0.753368,0.842134,HipHop
2.181127,1.630552,2.650547,1.315372,0.893571,0.942976,0.373217,1.651207,-0.001176,0.176082,0.536192,0.808745,0.130101,0.592448,0.235925,1.074593,0.441415,1.645044,1.0459,2.704561,-1.456559,-0.932986,-1.052469,-0.463061,0.368823,0.689874,1.264744,0.458531,0.896217,1.939416,0.240546,2.035361,-0.186462,1.323045,-0.272815,1.931651,-1.602424,3.493795,-0.708316,2.817035,-0.380439,-0.343908,-0.258433,-0.241623,0.449876,0.568628,-0.16634,0.18558,-0.264134,1.21039,-0.624223,3.20397,-1.491787,3.971988,0.073965,2.924419,-0.25824,1.386974,-0.287311,0.42742,0.13896,-0.202149,0.310895,0.163952,-0.703833,-0.383465,-1.139515,-0.781315,-1.092565,-0.564682,-0.74086,0.000966,-0.547478,1.631453,-0.289144,1.257665,1.306908,2.111787,-0.056685,0.737798,0.639533,-0.26219,0.596349,0.19237,-0.635476,-0.230531,-1.216339,-0.758882,-1.183602,-0.182513,-0.821262,0.947956,-0.615259,2.926591,-0.317632,1.649388,0.537177,2.804588,0.038884,0.937025,HipHop
3.899988,2.289181,1.292845,1.169593,2.472889,2.943338,1.765862,2.684726,1.268053,1.15847,1.100605,1.558418,1.320794,1.991342,1.660645,2.312221,1.966614,2.40414,2.014221,3.174815,-1.637534,-0.876437,-0.038051,0.040321,0.167807,0.74663,1.05385,0.646418,1.340294,0.674241,1.52065,0.642093,0.976278,0.181519,0.676114,-0.359263,-1.297011,0.869754,-0.058059,1.801753,-0.011315,0.637703,0.215105,0.617276,0.182821,0.39124,0.189094,0.479202,0.748776,0.24671,0.468638,1.060737,0.330832,0.124301,1.457088,0.045483,0.412352,-0.468575,0.122813,1.154161,0.108942,-0.223564,-0.759247,-0.627643,-0.829885,-0.65816,-1.158235,-0.781985,-1.241253,-0.392188,-1.433419,-0.315929,-0.669155,0.888368,-0.034161,0.047041,2.182491,2.423992,-0.623222,0.647223,0.605142,-0.348246,-0.665148,-0.641001,-0.791203,-0.444484,-1.244566,-0.657191,-1.435617,-0.025021,-1.682037,0.59324,-0.749273,1.805105,-0.272509,0.36355,0.323855,2.452505,-0.588877,1.294448,HipHop
0.801379,-0.441761,2.506437,0.82868,1.738669,0.362794,1.092383,0.089986,3.301822,2.050077,1.040859,0.935043,0.667696,0.915213,0.540612,0.955419,0.575042,1.61389,2.138297,2.160342,-0.850964,-0.951473,-0.867794,-0.683682,-0.154347,-0.604164,0.466089,-0.963411,-0.160124,-0.08283,0.492927,-0.175528,0.61118,-0.740676,0.818081,-0.648619,-0.677298,-0.090958,-0.483234,0.7462,-0.911278,-0.981373,-0.50472,-0.520683,-0.317858,-0.271725,-0.364138,-0.396082,0.099618,-0.408223,0.092354,-0.072218,0.930182,-0.75889,0.141181,-0.156493,0.049344,0.041819,-0.658199,-0.347837,0.146936,0.144209,0.420615,0.134103,0.259282,0.392153,-0.014316,-0.070701,0.79809,0.577987,-0.109798,0.054484,0.190816,0.375356,-0.383038,-0.079671,0.167596,0.909687,0.346743,0.411169,0.57139,0.14598,0.704292,0.04011,0.354243,0.449632,0.043733,0.080198,0.810625,0.50225,-0.092802,0.168914,0.026162,0.765507,-0.477552,0.280331,-0.531371,0.14617,0.401634,0.075933,HipHop
0.14253,1.111257,0.639885,3.345259,-0.08144,1.748099,0.058488,0.551663,0.239218,0.110536,0.012845,0.110105,0.379391,0.597605,1.078618,0.942621,0.46462,0.56293,0.1451,1.217684,0.674333,4.688158,1.706172,4.053348,2.998982,3.733776,1.174049,0.550636,1.034525,1.282001,1.204764,1.287072,0.621138,-0.198645,-0.279578,-0.212172,-1.222966,0.562549,0.665265,1.450742,1.60037,5.766992,3.369243,4.577709,5.708678,5.23377,1.933002,1.395418,1.39406,3.333311,0.853523,3.668326,0.512573,1.637446,0.726919,0.32019,0.283134,-0.268313,0.744068,0.987918,-0.570994,-0.330668,-0.799154,-0.0549,-1.207302,-0.47835,-1.095982,-0.655001,-0.892463,-0.424874,-0.91996,-0.127849,0.118087,1.236047,1.525527,1.430946,2.62428,3.025667,-0.526663,8.7E-05,-0.81763,0.376157,-1.032259,1.071625,-1.66596,0.488461,-1.267344,-0.566789,-1.05589,0.197251,-1.145196,1.165952,0.050298,1.814634,1.415772,1.114112,0.873144,3.084443,-0.487957,0.590618,HipHop
2.939428,3.98596,1.178528,1.762845,1.381077,1.148982,0.603808,0.955973,-0.000586,0.186213,-0.057969,0.138616,0.0483,0.542773,0.44826,1.04948,0.441865,2.417746,1.535278,2.686081,-1.133142,1.949981,-0.618793,-0.072791,-0.749896,-0.661832,0.670327,-0.371065,0.920779,-0.253793,1.306198,-0.348515,1.286338,-0.093639,0.743817,-0.310111,-1.239465,0.616972,-0.609847,2.467331,-0.826803,-0.140135,-0.511609,-0.357821,-0.040061,0.321015,-0.346976,0.105803,-0.198702,-0.020706,0.166782,-0.372034,0.167911,0.905575,0.560734,0.604743,-0.155575,0.678036,-0.523563,0.239417,-0.024525,0.305544,-0.139027,-0.016739,0.244723,0.164196,-0.470134,-0.358895,-0.415547,-0.103192,-0.068553,1.027702,-0.574491,-0.290563,-0.240843,0.948566,1.59006,2.485428,-0.237125,0.445336,0.333073,0.852595,0.108229,0.216744,0.445654,0.376312,-0.410123,-0.114357,-0.482593,0.097913,-0.468389,1.163552,-1.056178,1.190401,-0.440916,1.247941,0.118808,2.05411,-0.104161,0.560581,HipHop
